Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,MIBR,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,MIBR,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,MIBR,brimstone,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Bind,MIBR,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Cloud9,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Cloud9,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Cloud9,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Cloud9,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Cloud9,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,FURIA,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,FURIA,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,FURIA,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,FURIA,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,NRG Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,NRG Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,NRG Esports,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,NRG Esports,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,NRG Esports,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Evil Geniuses,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Evil Geniuses,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Evil Geniuses,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Evil Geniuses,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Evil Geniuses,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Sentinels,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Sentinels,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Sentinels,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Sentinels,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,Sentinels,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,LOUD,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,LOUD,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,LOUD,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,LOUD,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Lotus,LOUD,deadlock,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Cloud9,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Cloud9,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Cloud9,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Cloud9,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Cloud9,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,FURIA,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,FURIA,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,FURIA,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,FURIA,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,FURIA,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,NRG Esports,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,NRG Esports,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,NRG Esports,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,NRG Esports,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,NRG Esports,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Evil Geniuses,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Evil Geniuses,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Evil Geniuses,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Evil Geniuses,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Ascent,Evil Geniuses,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,NRG Esports,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,NRG Esports,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,NRG Esports,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,NRG Esports,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,NRG Esports,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,Evil Geniuses,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,Evil Geniuses,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,Evil Geniuses,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,Evil Geniuses,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,Evil Geniuses,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,KRÜ Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,KRÜ Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,KRÜ Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,KRÜ Esports,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,KRÜ Esports,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,100 Thieves,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,100 Thieves,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,100 Thieves,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,100 Thieves,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sunset,100 Thieves,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,KRÜ Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,KRÜ Esports,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,KRÜ Esports,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,KRÜ Esports,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,KRÜ Esports,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,100 Thieves,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,100 Thieves,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,100 Thieves,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,100 Thieves,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Breeze,100 Thieves,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,KRÜ Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,KRÜ Esports,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,KRÜ Esports,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,KRÜ Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,KRÜ Esports,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,100 Thieves,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,100 Thieves,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,100 Thieves,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,100 Thieves,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Split,100 Thieves,astra,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,Sentinels,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,Sentinels,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,Sentinels,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,Sentinels,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,Sentinels,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,FURIA,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,FURIA,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,FURIA,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,FURIA,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,NRG Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,NRG Esports,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,NRG Esports,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,NRG Esports,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,NRG Esports,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,100 Thieves,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,100 Thieves,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,100 Thieves,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,100 Thieves,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Split,100 Thieves,astra,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Sentinels,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Sentinels,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Sentinels,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Sentinels,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Sentinels,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,FURIA,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,FURIA,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,FURIA,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,FURIA,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,FURIA,reyna,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Cloud9,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Cloud9,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Cloud9,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Cloud9,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,Cloud9,sage,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,MIBR,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,MIBR,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,MIBR,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,MIBR,sage,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,G2 Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,G2 Esports,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,G2 Esports,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,G2 Esports,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,G2 Esports,harbor,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,LOUD,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,LOUD,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,LOUD,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,LOUD,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Icebox,LOUD,harbor,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,NRG Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,NRG Esports,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,NRG Esports,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,NRG Esports,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,NRG Esports,brimstone,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,100 Thieves,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,100 Thieves,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,100 Thieves,gekko,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,100 Thieves,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,100 Thieves,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,G2 Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,G2 Esports,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,G2 Esports,gekko,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,G2 Esports,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,G2 Esports,brimstone,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,LOUD,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,LOUD,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,LOUD,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,LOUD,brimstone,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Bind,LOUD,breach,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,KRÜ Esports,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,KRÜ Esports,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,KRÜ Esports,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,KRÜ Esports,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,KRÜ Esports,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,LEVIATÁN,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,LEVIATÁN,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,LEVIATÁN,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,LEVIATÁN,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Ascent,LEVIATÁN,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,KRÜ Esports,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,KRÜ Esports,jett,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,KRÜ Esports,sova,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,KRÜ Esports,kayo,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,KRÜ Esports,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,LEVIATÁN,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,LEVIATÁN,jett,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,LEVIATÁN,sova,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,LEVIATÁN,kayo,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Breeze,LEVIATÁN,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,KRÜ Esports,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,KRÜ Esports,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,KRÜ Esports,killjoy,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,KRÜ Esports,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,KRÜ Esports,fade,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,LEVIATÁN,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,LEVIATÁN,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,LEVIATÁN,killjoy,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,LEVIATÁN,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Lotus,LEVIATÁN,fade,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,Cloud9,viper,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,Cloud9,raze,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,Cloud9,omen,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,Cloud9,skye,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,Cloud9,cypher,1,0,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,MIBR,viper,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,MIBR,raze,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,MIBR,omen,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,MIBR,skye,0,1,1
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sunset,MIBR,cypher,0,1,1
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,G2 Esports,viper,5,2,7
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,G2 Esports,omen,1,0,7
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,G2 Esports,killjoy,5,2,7
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,G2 Esports,sova,5,2,7
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,G2 Esports,gekko,5,2,7
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,G2 Esports,harbor,4,2,7
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LEVIATÁN,viper,4,2,6
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LEVIATÁN,killjoy,4,2,6
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LEVIATÁN,sova,4,2,6
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LEVIATÁN,jett,4,2,6
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LEVIATÁN,harbor,4,2,6
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,100 Thieves,viper,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,100 Thieves,killjoy,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,100 Thieves,sova,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,100 Thieves,gekko,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,100 Thieves,jett,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,KRÜ Esports,viper,1,3,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,KRÜ Esports,killjoy,1,3,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,KRÜ Esports,gekko,1,3,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,KRÜ Esports,kayo,1,3,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,KRÜ Esports,reyna,1,2,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,KRÜ Esports,jett,0,1,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,Cloud9,viper,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,Cloud9,killjoy,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,Cloud9,sova,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,Cloud9,jett,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,Cloud9,sage,2,1,3
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LOUD,viper,2,2,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LOUD,killjoy,2,2,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LOUD,sova,2,2,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LOUD,jett,2,2,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,LOUD,harbor,2,2,4
Champions Tour 2024: Americas Stage 1,All Stages,All Match Types,Icebox,Evil Geniuses,viper,0,1,1
